2,1.82080875,0.37838,1.816865625,0.3834,0.001,20.835899353027344
5,1.703048125,0.4496,1.7026203125,0.4517,0.001,39.14759969711304
7,1.6058871875,0.49786,1.609859375,0.4999,0.001,56.81084370613098
10,1.56916875,0.5199,1.578609375,0.5209,0.001,75.0493974685669
12,1.52119,0.5477,1.5427296875,0.537,0.001,92.82652139663696
15,1.44114,0.58394,1.463603125,0.5715,0.001,111.17850661277771
17,1.402153125,0.60598,1.4309296875,0.5947,0.001,129.058367729187
20,1.372003125,0.62008,1.40094375,0.6057,0.001,147.3835792541504
23,1.337713125,0.63584,1.3713,0.6205,0.001,165.56058406829834
25,1.3456775,0.64022,1.378771875,0.6265,0.001,183.35111331939697
28,1.2983334375,0.65568,1.3346265625,0.636,0.001,201.48379349708557
30,1.2646275,0.67086,1.30196875,0.6533,0.001,219.27501916885376
33,1.2747159375,0.6681,1.312025,0.6516,0.001,237.52348518371582
35,1.226284375,0.69072,1.2676078125,0.6733,0.001,255.54118990898132
38,1.27010125,0.67594,1.315553125,0.6586,0.001,273.87854862213135
40,1.201081875,0.70264,1.2494171875,0.6791,0.001,291.71490359306335
43,1.176918125,0.71424,1.2215796875,0.6954,0.001,310.0452299118042
46,1.2064784375,0.70344,1.2538359375,0.683,0.001,328.2938902378082
48,1.1679478125,0.71864,1.2134203125,0.694,0.001,346.01769256591797
51,1.190355625,0.70834,1.24070625,0.6892,0.001,364.3528254032135
53,1.14684,0.727,1.1970546875,0.708,0.001,382.08012104034424
56,1.12941625,0.73486,1.180221875,0.7142,0.001,400.4253478050232
58,1.1340453125,0.7326,1.18509375,0.7138,0.001,418.25963139533997
61,1.1213775,0.74054,1.1741046875,0.7183,0.001,436.5360760688782
63,1.095839375,0.74996,1.1492078125,0.7266,0.001,454.4152271747589
66,1.11179125,0.74788,1.1670234375,0.7246,0.001,472.90487241744995
69,1.105223125,0.75082,1.1608796875,0.7238,0.001,491.40689969062805
71,1.06881875,0.76534,1.1217359375,0.7417,0.001,509.12171244621277
74,1.083713125,0.75864,1.1378125,0.7314,0.001,527.4485716819763
76,1.0629184375,0.76896,1.1192234375,0.7435,0.001,545.2314488887787
79,1.0538309375,0.77038,1.1127875,0.7447,0.001,563.572669506073
81,1.0554115625,0.77202,1.11176875,0.7427,0.001,581.4124999046326
84,1.062785625,0.7679,1.12130625,0.7406,0.001,599.8240747451782
86,1.03715,0.7803,1.0993625,0.7544,0.001,617.736038684845
89,1.009099375,0.79244,1.0655421875,0.7669,0.001,636.0520677566528
92,1.0120890625,0.791,1.073071875,0.7623,0.001,654.3542819023132
94,1.00358203125,0.79598,1.065253125,0.772,0.001,672.308345079422
97,1.0053825,0.79454,1.066025,0.7657,0.001,690.7837455272675
99,0.9918146875,0.79908,1.05329375,0.7735,0.001,708.6620831489563
102,1.0070425,0.795,1.068459375,0.765,0.001,727.0528800487518
104,0.98046875,0.80698,1.0424390625,0.7802,0.001,745.058590888977
107,0.9735221875,0.80828,1.0364390625,0.7795,0.001,763.4687476158142
109,0.969276875,0.81072,1.0319734375,0.7842,0.001,781.4278857707977
112,0.9652734375,0.8143,1.0336625,0.7799,0.001,799.6198344230652
115,0.97830765625,0.8069,1.040421875,0.7824,0.001,817.9565334320068
117,0.95196375,0.81756,1.018390625,0.7884,0.001,835.6686186790466
120,0.94537,0.82198,1.0090921875,0.7958,0.001,853.9746758937836
122,0.9642203125,0.8132,1.029946875,0.7861,0.001,871.6930661201477
125,0.9291846875,0.8289,0.991440625,0.8028,0.001,890.144061088562
127,0.926754375,0.83062,0.99093125,0.8047,0.001,908.0431985855103
130,0.9403040625,0.82488,0.9998203125,0.7996,0.001,926.4708895683289
132,0.9546175,0.81784,1.0230375,0.7882,0.001,944.3146154880524
135,0.9271559375,0.83236,0.992225,0.801,0.001,962.7660510540009
138,0.91656,0.83624,0.981265625,0.8089,0.001,981.253555059433
140,0.9158159375,0.8369,0.988328125,0.8079,0.001,999.1988422870636
143,0.9165234375,0.83678,0.988509375,0.805,0.001,1017.5236721038818
145,0.903658125,0.84266,0.972340625,0.8155,0.001,1035.2597963809967
148,0.9048440625,0.84148,0.9783984375,0.8109,0.001,1053.5840382575989
150,0.9170578125,0.83668,0.983178125,0.8063,0.001,1071.3734166622162
153,0.89801625,0.84364,0.96834375,0.8133,0.001,1089.653445482254
156,0.895623125,0.84646,0.96898671875,0.8145,0.001,1108.0407798290253
158,0.88057546875,0.85252,0.95603671875,0.8226,0.001,1125.963627576828
159,0.88676921875,0.85004,0.9594421875,0.8169,0.001,1137.6653351783752
