7,1.549579375,0.516,1.55983125,0.5045,0.1,50.32806372642517
15,1.4318915625,0.60508,1.454109375,0.595,0.1,98.34834456443787
22,1.2843934375,0.66488,1.3196953125,0.6539,0.1,144.33505511283875
30,1.1618321875,0.72016,1.21005625,0.7018,0.1,194.1956889629364
38,1.0696090625,0.76156,1.1243359375,0.7358,0.1,243.25583386421204
46,1.01094625,0.79402,1.0722625,0.768,0.1,291.5044128894806
53,0.941655,0.81954,1.00568671875,0.7888,0.1,337.7583737373352
61,0.9510890625,0.81572,1.0175546875,0.7864,0.1,386.5903992652893
69,0.914231875,0.83552,0.9817390625,0.8049,0.1,434.95518493652344
76,0.8914278125,0.84472,0.960640625,0.8115,0.1,481.0799038410187
84,0.8256578125,0.87366,0.899015625,0.8402,0.010000000000000002,529.9989092350006
92,0.821295,0.87558,0.8963890625,0.839,0.010000000000000002,578.1429343223572
99,0.815575625,0.87864,0.8910296875,0.8407,0.010000000000000002,624.4948287010193
107,0.81474765625,0.87882,0.8905234375,0.843,0.010000000000000002,673.4442937374115
115,0.81204765625,0.88066,0.889246875,0.845,0.010000000000000002,721.7165243625641
122,0.808433125,0.88204,0.8868671875,0.8437,0.0010000000000000002,767.7660803794861
130,0.807983125,0.88208,0.88649375,0.8433,0.0010000000000000002,817.5286569595337
138,0.80651828125,0.88256,0.8846875,0.8449,0.0010000000000000002,866.5852224826813
146,0.8069465625,0.88272,0.885440625,0.8441,0.0010000000000000002,914.8169844150543
153,0.80683828125,0.88236,0.8854171875,0.8429,0.0010000000000000002,961.0098419189453
159,0.80607,0.8828,0.88470234375,0.8447,0.0010000000000000002,1000.1013023853302
