13,858.0652895683828,1e-05,38.20016431808472
26,474.45256321530826,1e-05,75.29486227035522
39,345.93947495172654,1e-05,112.03656458854675
53,281.1344921567249,1e-05,150.91885113716125
66,241.52624753913025,1e-05,188.96064591407776
79,214.52161101784995,1e-05,226.95556783676147
93,194.60413597412438,1e-05,265.8557460308075
106,178.75404638645404,1e-05,303.8758432865143
119,165.28068566917108,1e-05,341.86445713043213
133,153.59280400904234,1e-05,380.70207595825195
146,143.41996839301444,1e-05,418.74036931991577
159,134.63747015717928,1e-05,456.79612469673157
159,134.6106065688451,1e-05,458.5446968078613
