13,849.5616067425054,0.001,38.62144923210144
26,474.5493763172241,0.001,75.49366927146912
39,338.1347584651294,0.001,113.65470671653748
53,266.528882764477,0.001,152.66066694259644
66,221.9307769512978,0.001,190.88153171539307
79,191.38552212137378,0.001,229.01297187805176
93,169.1480211272996,0.001,268.0243892669678
106,152.08735273860242,0.001,306.13443899154663
119,138.5996330831628,0.001,344.2962489128113
133,127.64882045272721,0.001,383.253701210022
146,118.53701603218789,0.001,421.3755941390991
159,110.83202609973196,0.001,459.5128526687622
159,110.80845849358876,0.001,461.24560499191284
