4,75.9580849123908,0.01,36.22426223754883
8,48.479852833508076,0.01,71.08997917175293
12,38.64279890664822,0.01,106.15270328521729
17,33.432128340349756,0.01,141.69483828544617
21,30.130504897250617,0.01,176.5728838443756
25,27.82108387974219,0.01,211.49496364593506
29,26.107615710382586,0.01,246.42672538757324
34,24.77509370647397,0.01,281.84698843955994
38,23.70696571637374,0.01,316.8446259498596
42,22.822731274621187,0.01,351.79575657844543
46,22.082118172279603,0.01,386.66567850112915
51,21.461025005962608,0.01,421.9681968688965
55,20.92574931665028,0.01,456.82081627845764
59,20.460222932342585,0.01,491.71175384521484
63,20.049825362296893,0.01,526.781082868576
68,19.68840308809182,0.01,562.1393165588379
72,19.362390003526812,0.01,596.9163882732391
76,19.073665390218743,0.01,631.8702762126923
81,18.80794938401379,0.01,667.3292369842529
85,18.570002649466616,0.01,702.2026314735413
89,18.349347236286288,0.01,737.2122173309326
93,18.150202166869263,0.01,772.3050408363342
98,17.962550033212175,0.01,807.7404868602753
102,17.792829799462254,0.01,842.7953207492828
106,17.63401559045074,0.01,877.7116649150848
110,17.48628012477969,0.01,912.7281754016876
115,17.350876908613724,0.01,948.0561871528625
119,17.225468782744166,0.01,982.9123754501343
123,17.108413899648113,0.01,1017.8474628925323
127,16.996899997508304,0.01,1052.7949023246765
132,16.895889956836562,0.01,1088.1664822101593
136,16.79860520844052,0.01,1122.9932346343994
140,16.705169749020676,0.01,1157.9588224887848
144,16.61625148728276,0.01,1192.7799260616302
149,16.53034145613866,0.01,1228.2745156288147
153,16.45275152735091,0.01,1263.1461317539215
157,16.3795551160382,0.01,1298.2209482192993
159,16.341749016857147,0.01,1317.2705867290497
