<built-in function round>,1.759948772125244,0.3491,1.7294247438430785,0.3689
<built-in function round>,1.6428165496444702,0.3984,1.626533274269104,0.4155
<built-in function round>,1.4960709256744384,0.4504,1.4608042869567872,0.4679
<built-in function round>,1.4219819268417357,0.47876,1.3800233407974243,0.4963
<built-in function round>,1.3571158917236328,0.5101,1.300135313796997,0.5331
<built-in function round>,1.2370963331604004,0.55282,1.2316557147979736,0.5552
<built-in function round>,1.2077905435562133,0.5721,1.1613820331573486,0.5985
<built-in function round>,1.1052319624710083,0.6035,1.0633236396789552,0.6265
<built-in function round>,1.1274107664489745,0.6003,1.1196064937591552,0.6156
<built-in function round>,0.9996234481430054,0.64598,0.9825911825180054,0.6556
<built-in function round>,0.9674531851959228,0.65624,0.9316707822799682,0.6741
<built-in function round>,0.9359014430618287,0.66924,0.9334013651847839,0.6784
<built-in function round>,0.9490409388542175,0.67414,0.9124956835746765,0.6903
<built-in function round>,0.8714812512779235,0.69098,0.9106619334220887,0.6862
<built-in function round>,0.8745131045341492,0.68862,0.8753555742263794,0.6911
<built-in function round>,0.8585482876777649,0.69456,0.869064213848114,0.7025
<built-in function round>,0.8755363503456116,0.68994,0.9129734321594238,0.6802
<built-in function round>,0.7638659525299072,0.7277,0.7955265607833862,0.7195
<built-in function round>,0.7982995178604126,0.72124,0.7925882795333862,0.7309
<built-in function round>,0.7988421471023559,0.71738,0.8006561034202576,0.7297
<built-in function round>,0.7211759238243103,0.74708,0.7616200923919678,0.7415
<built-in function round>,0.719330129737854,0.74816,0.7405022462844849,0.7452
<built-in function round>,0.8096579855918884,0.72002,0.8535521079063415,0.7204
<built-in function round>,0.730399222354889,0.74632,0.7435110529899597,0.7561
<built-in function round>,0.6681602854156494,0.76692,0.7234907470703125,0.758
<built-in function round>,0.6368447390747071,0.77736,0.7007313897132873,0.7615
<built-in function round>,0.633241601600647,0.77794,0.7101236865997315,0.7617
<built-in function round>,0.6173910842704773,0.78446,0.6664521690368652,0.7756
<built-in function round>,0.6262683893585205,0.77874,0.72113162317276,0.7593
<built-in function round>,0.6309112607002259,0.77874,0.6857103797912598,0.767
<built-in function round>,0.5988111991882324,0.79018,0.6645492112159729,0.7756
<built-in function round>,0.5869448231697083,0.79352,0.6622226865768432,0.7757
<built-in function round>,0.6002525297737121,0.79014,0.6843081347465515,0.7696
<built-in function round>,0.5610579159164428,0.80516,0.6489947383880615,0.7793
<built-in function round>,0.5715613916778565,0.7982,0.6809931100845337,0.7732
<built-in function round>,0.5537026598358155,0.80482,0.6585215841293335,0.7781
<built-in function round>,0.5587717569541931,0.8064,0.6566936911582947,0.7836
<built-in function round>,0.5449563913536072,0.80892,0.6578073604583741,0.7754
<built-in function round>,0.5042409336566925,0.82354,0.6083143535614014,0.7919
<built-in function round>,0.533712373123169,0.81374,0.6528189562797546,0.7867
<built-in function round>,0.5582237185096741,0.81312,0.6837703662872314,0.7757
<built-in function round>,0.516618595790863,0.81976,0.632876939868927,0.7881
<built-in function round>,0.49372912905693056,0.82752,0.6456258617401123,0.7882
<built-in function round>,0.5241389388465881,0.82274,0.637591155910492,0.7886
<built-in function round>,0.48331649943351745,0.83034,0.6083335703849793,0.7945
<built-in function round>,0.480199658203125,0.83184,0.6094700022697449,0.797
<built-in function round>,0.47725854144096375,0.8346,0.6405320485115051,0.7947
<built-in function round>,0.44620297443389895,0.84428,0.6219116976737976,0.7952
<built-in function round>,0.4694587999153137,0.83292,0.6161142030715943,0.7923
<built-in function round>,0.4694865424442291,0.8354,0.6376951840400695,0.7917
<built-in function round>,0.547572682056427,0.82424,0.7138041627883911,0.7859
<built-in function round>,0.43806780902862547,0.84534,0.6043562798500061,0.8
<built-in function round>,0.46780559619903567,0.83712,0.643687175655365,0.7886
<built-in function round>,0.41127987891197204,0.8553,0.5758830546379089,0.8108
<built-in function round>,0.4206267393875122,0.85356,0.5894781277656556,0.8088
<built-in function round>,0.40630262490272523,0.85808,0.6044379684448242,0.8093
<built-in function round>,0.4444291292667389,0.84564,0.6466569306373596,0.7953
<built-in function round>,0.42719302349090577,0.85516,0.6406962564468384,0.8061
<built-in function round>,0.4291135688400269,0.84922,0.6238107499122619,0.7988
<built-in function round>,0.4045775481510162,0.85778,0.5749843965530396,0.8104
<built-in function round>,0.3999722466468811,0.8593,0.5994668097496033,0.8091
<built-in function round>,0.4201471568107605,0.85298,0.6097622434616089,0.8001
<built-in function round>,0.37713334299087525,0.86694,0.5809918781280518,0.8106
<built-in function round>,0.3801485259819031,0.86514,0.5946476974487305,0.8088
<built-in function round>,0.36987358017921446,0.87094,0.573007737159729,0.8108
<built-in function round>,0.37329409249305723,0.86822,0.5897689897537232,0.813
<built-in function round>,0.3618151725292206,0.87218,0.5816758504867554,0.8104
<built-in function round>,0.35630759216308594,0.8743,0.5843465437889099,0.8069
<built-in function round>,0.34274963851928714,0.87852,0.5780973114013672,0.8139
<built-in function round>,0.3596060939025879,0.87584,0.5961182324409485,0.8139
<built-in function round>,0.3302345611381531,0.8832,0.5543309858322144,0.8235
<built-in function round>,0.3450747239971161,0.87818,0.5832657890319825,0.816
<built-in function round>,0.3553052285194397,0.87436,0.6087708694458008,0.8126
<built-in function round>,0.33380962745666504,0.88172,0.5876250161170959,0.8138
<built-in function round>,0.32191448063850403,0.88658,0.5902125102043152,0.8174
<built-in function round>,0.33070895672798156,0.88176,0.5724777242660523,0.8181
<built-in function round>,0.3297946866607666,0.88268,0.5888068001747131,0.8121
<built-in function round>,0.3234634346961975,0.88736,0.5700866325378418,0.8156
<built-in function round>,0.3519226697158813,0.87506,0.6274201620101929,0.8106
<built-in function round>,0.3188006659412384,0.88594,0.5959243793487549,0.8127
<built-in function round>,0.3166925043296814,0.88802,0.6100973747253418,0.8112
<built-in function round>,0.3074404834270477,0.89022,0.5824880746841431,0.8155
<built-in function round>,0.33867611859321595,0.8797,0.636560725402832,0.8101
<built-in function round>,0.3107442818069458,0.8893,0.5889556848526001,0.8194
<built-in function round>,0.3050716236019135,0.89156,0.6039653728485107,0.8156
<built-in function round>,0.3705336065673828,0.8836,0.701922887802124,0.806
<built-in function round>,0.293234122800827,0.89556,0.5753723815917968,0.8214
<built-in function round>,0.30496686045646665,0.89128,0.5966980346679688,0.8182
<built-in function round>,0.2916980107021332,0.8977,0.5895823037147522,0.8224
<built-in function round>,0.29832467386245726,0.89428,0.57655456533432,0.8168
<built-in function round>,0.30088837354660036,0.8968,0.6337728872299194,0.8198
<built-in function round>,0.22161736491203307,0.92264,0.538723269367218,0.8375
<built-in function round>,0.20645821023464203,0.92802,0.5507919174194336,0.8419
<built-in function round>,0.20381375095844267,0.92868,0.5573681624412536,0.8407
<built-in function round>,0.19246224824905395,0.93226,0.5633617550849914,0.839
<built-in function round>,0.18900891274929046,0.93408,0.5519581168174744,0.8398
<built-in function round>,0.18939948177814483,0.93276,0.5577995129585266,0.8417
<built-in function round>,0.18381199074268342,0.93592,0.5574843420028687,0.8402
<built-in function round>,0.1807013899755478,0.93748,0.55555824508667,0.8384
<built-in function round>,0.17956465672016145,0.9366,0.5647853534698486,0.8427
<built-in function round>,0.1743516829919815,0.93916,0.5672535025596619,0.8408
<built-in function round>,0.1792924843645096,0.93764,0.5722980531692505,0.8409
<built-in function round>,0.1729385996580124,0.93954,0.5686883918762207,0.8405
<built-in function round>,0.16939693180561066,0.93986,0.5694282387733459,0.8393
<built-in function round>,0.16560407784461975,0.94176,0.5660843668937683,0.8424
<built-in function round>,0.1646914802122116,0.9418,0.5739340685844422,0.8419
<built-in function round>,0.161634088511467,0.94372,0.5848605725288392,0.8415
<built-in function round>,0.16330596570253372,0.9431,0.5813429026603699,0.843
<built-in function round>,0.16056269681453705,0.94428,0.5845823836326599,0.8427
<built-in function round>,0.16130986571788788,0.9432,0.5841718976974487,0.8442
<built-in function round>,0.16195729583263396,0.94374,0.5848367751121522,0.842
<built-in function round>,0.15636751199245452,0.94384,0.5807288954734803,0.8411
<built-in function round>,0.15295026329040529,0.94628,0.5866469681739808,0.8417
<built-in function round>,0.15306493061065674,0.9466,0.5888403140068054,0.8424
<built-in function round>,0.15549879030227662,0.94528,0.588949919128418,0.8415
<built-in function round>,0.15281576077461242,0.94662,0.5871365914344787,0.8427
<built-in function round>,0.15240560245513915,0.94622,0.5824119689941406,0.844
<built-in function round>,0.15283902978897096,0.94772,0.5846311146736145,0.8429
<built-in function round>,0.1490500156545639,0.94856,0.5838307939529419,0.8443
<built-in function round>,0.1501186266708374,0.94726,0.5901335579872131,0.8436
<built-in function round>,0.14811790694236757,0.9491,0.5893071530342102,0.8443
<built-in function round>,0.15120770590782165,0.9473,0.5803483280181885,0.845
<built-in function round>,0.14742076745986937,0.94866,0.5954215648651123,0.8441
<built-in function round>,0.1479083666229248,0.9487,0.5911081051826477,0.842
<built-in function round>,0.1500955046415329,0.94722,0.5832257381439209,0.8434
<built-in function round>,0.1497023954820633,0.94716,0.5860747418403626,0.845
<built-in function round>,0.1518927683019638,0.9471,0.5846769813537598,0.8436
<built-in function round>,0.15155763583421708,0.94656,0.586229054927826,0.843
<built-in function round>,0.14911889080524446,0.94848,0.5875712911605835,0.8451
<built-in function round>,0.1505018624639511,0.94656,0.5879117175102234,0.8451
<built-in function round>,0.1478164661026001,0.94826,0.5942609038352966,0.8439
<built-in function round>,0.14496817999839784,0.94954,0.5948111469268799,0.8432
<built-in function round>,0.1489927075576782,0.94876,0.593783188533783,0.8462
<built-in function round>,0.14896020167350768,0.94742,0.5889823625564575,0.8432
<built-in function round>,0.14843533688545227,0.9477,0.5916572661399842,0.8441
<built-in function round>,0.14808844474315644,0.94808,0.5916478653907776,0.8448
<built-in function round>,0.1464493398475647,0.9485,0.5910401193618774,0.8444
<built-in function round>,0.14912210975170134,0.94792,0.5869890839576721,0.8444
<built-in function round>,0.14925306185245513,0.94778,0.5935802943229675,0.845
<built-in function round>,0.14690743385314942,0.94884,0.5835428258895874,0.8443
<built-in function round>,0.14676279779911042,0.94868,0.58780016040802,0.8448
<built-in function round>,0.1463426054906845,0.94844,0.5890798915863037,0.8436
<built-in function round>,0.14823680865764619,0.94784,0.5921627696990966,0.8428
<built-in function round>,0.14683500556468965,0.94818,0.5871320607185364,0.8436
<built-in function round>,0.1483417606496811,0.948,0.596942497253418,0.8442
<built-in function round>,0.146443004860878,0.94862,0.5910810618400574,0.8439
<built-in function round>,0.14730245669841766,0.94856,0.5882603931427002,0.8445
<built-in function round>,0.14674194254398346,0.94884,0.5910921988487243,0.846
<built-in function round>,0.14506565366744995,0.94902,0.5920856651306152,0.844
<built-in function round>,0.14992938146114348,0.94772,0.5862117290496827,0.8447
<built-in function round>,0.1461064192080498,0.94856,0.5832074450492859,0.8451
<built-in function round>,0.15109786853313445,0.9483,0.5934048263549805,0.8436
<built-in function round>,0.14536213021755218,0.94886,0.5915134424209595,0.8454
<built-in function round>,0.1466988660812378,0.9483,0.5962051228523254,0.8453
<built-in function round>,0.14575555683612823,0.9491,0.5935673544883728,0.8446
<built-in function round>,0.1486212252140045,0.949,0.5834499730110169,0.8455
<built-in function round>,0.14767649587154388,0.94812,0.5940161696434021,0.8448
<built-in function round>,0.15086332289218904,0.94724,0.5945703621864319,0.844
<built-in function round>,0.14898216844558715,0.9484,0.5868902934074401,0.8455
<built-in function round>,0.147891483836174,0.94878,0.5875011666297912,0.845
<built-in function round>,0.1462795820379257,0.9489,0.5927177652359009,0.8448
<built-in function round>,0.14589768730163574,0.94824,0.5914616686820984,0.8454
<built-in function round>,0.1437948385310173,0.94872,0.5919854205131531,0.8448
<built-in function round>,0.14633377276420592,0.94872,0.5986398024559021,0.8448
<built-in function round>,0.14623595770359038,0.94924,0.5911794968605042,0.8453
<built-in function round>,0.14264948828220367,0.94956,0.5860127990722657,0.8441
<built-in function round>,0.14560851726055146,0.94868,0.5891383441925049,0.8454
<built-in function round>,0.14868827505111695,0.94736,0.5938454845428467,0.845
<built-in function round>,0.14864780250549317,0.94774,0.592048697757721,0.8448
<built-in function round>,0.14616524661064148,0.94912,0.5950338889122009,0.8466
<built-in function round>,0.14619397056102754,0.94898,0.5910702406883239,0.8449
<built-in function round>,0.14787691194057465,0.94778,0.5894112958908081,0.8438
<built-in function round>,0.14507435054779053,0.94858,0.5993703466415405,0.8434
<built-in function round>,0.14501869651794433,0.94984,0.5924948609352112,0.8433
<built-in function round>,0.14654098783254624,0.94926,0.5910965617179871,0.8442
<built-in function round>,0.1485370645570755,0.94718,0.5949112686157226,0.8444
<built-in function round>,0.14614930695056916,0.94878,0.5899836294174194,0.8453
<built-in function round>,0.14788461146831514,0.94876,0.5955992427825928,0.8444
<built-in function round>,0.14102281470298766,0.95022,0.5981911193847657,0.8436
<built-in function round>,0.1448056591129303,0.9492,0.5863095796585083,0.8443
<built-in function round>,0.14543738291978836,0.94904,0.5962239357948304,0.8437
<built-in function round>,0.14352252323150635,0.95092,0.5912919610977173,0.8449
<built-in function round>,0.14662646504878998,0.94922,0.5949288226127625,0.8446
<built-in function round>,0.14524023463726043,0.94858,0.5894313747406006,0.8445
<built-in function round>,0.14736737736463545,0.94728,0.5887389750480652,0.8449
<built-in function round>,0.1484807522010803,0.94792,0.5861411613464356,0.8445
<built-in function round>,0.14368867342948913,0.9496,0.5974230599403382,0.8443
<built-in function round>,0.14665438113212587,0.94744,0.5892537755012512,0.844
<built-in function round>,0.1441840939283371,0.9486,0.5920869069099426,0.8455
<built-in function round>,0.14816324739456177,0.94804,0.5992476368904114,0.8445
<built-in function round>,0.14535049005508424,0.9493,0.594019450378418,0.8449
<built-in function round>,0.1411131667661667,0.95102,0.5930251640319825,0.8445
<built-in function round>,0.14529429943084718,0.94966,0.591855058670044,0.8437
<built-in function round>,0.14378143976211546,0.94908,0.5887618231773376,0.8455
<built-in function round>,0.1460284188222885,0.94878,0.5919806406974792,0.8433
