4,inf,0.0001,22.6811044216156
8,inf,0.0001,43.95844888687134
12,inf,0.0001,65.26712131500244
17,inf,0.0001,86.98759317398071
21,inf,0.0001,108.34765791893005
25,inf,0.0001,129.5710735321045
29,inf,0.0001,150.87572479248047
34,inf,0.0001,172.65128564834595
38,inf,0.0001,193.9698793888092
42,inf,0.0001,215.16847944259644
46,inf,0.0001,236.41727685928345
51,inf,0.0001,258.28980445861816
55,inf,0.0001,279.5458812713623
59,inf,0.0001,300.85706853866577
63,inf,0.0001,322.1470820903778
68,inf,0.0001,343.86914587020874
72,inf,0.0001,365.18512177467346
76,inf,0.0001,386.52375769615173
81,inf,0.0001,408.43201065063477
85,inf,0.0001,429.85795283317566
89,inf,0.0001,451.1432032585144
93,inf,0.0001,472.4493751525879
98,inf,0.0001,494.1668612957001
102,inf,0.0001,515.3984520435333
106,inf,0.0001,536.8729825019836
110,inf,0.0001,558.1606109142303
115,inf,0.0001,579.8382821083069
119,inf,0.0001,601.1126916408539
123,inf,0.0001,622.3126893043518
127,inf,0.0001,643.5871601104736
132,inf,0.0001,665.3394801616669
136,inf,0.0001,686.5997314453125
140,inf,0.0001,707.8631007671356
144,inf,0.0001,729.1999425888062
149,inf,0.0001,750.9200839996338
153,inf,0.0001,772.1895499229431
157,inf,0.0001,793.4931056499481
159,inf,0.0001,805.2529768943787
