2,1.370405625,0.64516,1.39965,0.6384,0.001,25.49735140800476
5,1.1920896875,0.7141,1.2303828125,0.6986,0.001,47.68807816505432
7,0.9714575,0.8116,1.0176734375,0.797,0.001,69.44576787948608
10,0.9246359375,0.82842,0.9808296875,0.8113,0.001,91.87174773216248
12,0.89878953125,0.84012,0.95024609375,0.8197,0.001,113.62730598449707
15,0.873179375,0.84918,0.9392671875,0.8229,0.001,135.83492159843445
17,0.8255703125,0.86966,0.88945625,0.841,0.001,157.78975343704224
20,0.81902625,0.87376,0.88937890625,0.8451,0.001,179.82065105438232
23,0.776316875,0.89342,0.85211640625,0.8597,0.001,202.003755569458
25,0.7824365625,0.88876,0.864021875,0.8534,0.001,224.11001896858215
28,0.7834465625,0.88796,0.8679921875,0.8532,0.001,246.3350167274475
30,0.73129390625,0.91112,0.81779609375,0.8757,0.001,268.1752932071686
33,0.7766465625,0.88898,0.8701375,0.8509,0.001,290.7451162338257
35,0.72561,0.91258,0.8182078125,0.8726,0.001,312.55408000946045
38,0.70766046875,0.92336,0.8102890625,0.8772,0.001,334.7542164325714
40,0.710893125,0.92032,0.8065703125,0.8793,0.001,356.75515055656433
43,0.69288421875,0.92628,0.79183671875,0.8821,0.001,378.8701288700104
46,0.691708125,0.9289,0.7919640625,0.8842,0.001,401.10350942611694
48,0.69565875,0.92358,0.7946453125,0.8795,0.001,423.0861473083496
51,0.684491875,0.9298,0.7936734375,0.8806,0.001,445.5055921077728
53,0.70395375,0.92154,0.811490625,0.8747,0.001,467.39425921440125
56,0.666013125,0.94056,0.771321875,0.8954,0.001,489.906498670578
58,0.6593415625,0.94304,0.770103125,0.8932,0.001,512.110710144043
61,0.6498540625,0.94526,0.7636234375,0.8945,0.001,534.3875935077667
63,0.65494390625,0.94514,0.7645953125,0.8948,0.001,556.4483695030212
66,0.65689921875,0.94248,0.767871875,0.8947,0.001,579.0376660823822
69,0.6631921875,0.94014,0.77288125,0.8934,0.001,601.1414699554443
71,0.65203640625,0.94558,0.767725,0.8955,0.001,622.938581943512
74,0.6650371875,0.93884,0.78396875,0.8865,0.001,645.6973733901978
76,0.64147765625,0.9486,0.7602296875,0.8949,0.001,667.5543143749237
79,0.6383559375,0.9507,0.7584171875,0.8981,0.001,689.8243753910065
81,0.63555,0.9517,0.7548359375,0.8998,0.001,711.9984693527222
84,0.62995640625,0.95524,0.75295234375,0.8974,0.001,734.2380709648132
86,0.62780375,0.95592,0.7515515625,0.903,0.001,756.0239765644073
89,0.64016421875,0.95024,0.76489140625,0.8975,0.001,778.690397977829
92,0.6367459375,0.95066,0.76642890625,0.8959,0.001,801.0623905658722
94,0.63216609375,0.9534,0.757890625,0.9002,0.001,823.0152530670166
97,0.62841,0.95368,0.75600625,0.8951,0.001,845.6201572418213
99,0.6135821875,0.96108,0.73742890625,0.9077,0.001,867.5026156902313
102,0.616305625,0.96006,0.74251875,0.9059,0.001,889.8983452320099
104,0.62884375,0.95414,0.7650328125,0.8946,0.001,911.9682307243347
107,0.607425625,0.965,0.7414796875,0.9053,0.001,934.6448757648468
109,0.6079290625,0.9643,0.7395765625,0.9037,0.001,956.5789182186127
112,0.6102425,0.96282,0.74563125,0.9034,0.001,979.119068145752
115,0.61118625,0.96246,0.74393046875,0.9058,0.001,1001.5796415805817
117,0.60869015625,0.96374,0.74558125,0.9028,0.001,1023.358166217804
120,0.6061684375,0.965,0.747821875,0.9033,0.001,1045.6762144565582
122,0.6119946875,0.9617,0.755021875,0.9026,0.001,1067.7395451068878
125,0.59650890625,0.96876,0.7319328125,0.9081,0.001,1089.9304003715515
127,0.6089359375,0.96438,0.757084375,0.8995,0.001,1111.9098765850067
130,0.60851015625,0.96192,0.741925,0.9049,0.001,1134.4026703834534
132,0.59474546875,0.96918,0.73276171875,0.9072,0.001,1156.27028465271
135,0.615075,0.95876,0.75823125,0.897,0.001,1178.9925565719604
138,0.6029896875,0.96644,0.74011796875,0.9065,0.001,1201.9049844741821
140,0.600646875,0.96528,0.74335546875,0.9013,0.001,1224.0443370342255
143,0.5952403125,0.96762,0.73684375,0.9064,0.001,1244.2694606781006
145,0.59908203125,0.96716,0.74878203125,0.9024,0.001,1263.7366561889648
148,0.592318125,0.97,0.7315984375,0.9104,0.001,1283.0775105953217
150,0.5954109375,0.9696,0.733521875,0.908,0.001,1302.044094324112
153,0.59549890625,0.96938,0.74182109375,0.9071,0.001,1321.4381952285767
156,0.5840078125,0.9753,0.7289578125,0.9088,0.001,1340.7834014892578
158,0.59540375,0.96816,0.7404125,0.9043,0.001,1359.752179145813
159,0.5963534375,0.96898,0.7435921875,0.9073,0.001,1371.8626055717468
