7,1.617621875,0.48866,1.620759375,0.4866,0.001,50.334227561950684
15,1.38529625,0.60954,1.40003125,0.5991,0.001,98.52774572372437
22,1.258609375,0.67276,1.2830046875,0.6662,0.001,144.536306142807
30,1.15191875,0.72468,1.182559375,0.7133,0.001,194.34871220588684
38,1.0703834375,0.76374,1.10570625,0.7443,0.001,243.30022811889648
46,1.0185065625,0.78848,1.0631828125,0.7689,0.001,291.51776576042175
53,0.99762625,0.80482,1.055015625,0.7784,0.001,338.19945788383484
61,0.9471478125,0.82204,0.999859375,0.7999,0.001,387.03130650520325
69,0.9343525,0.82728,1.00069609375,0.8005,0.001,435.2843189239502
76,0.88972046875,0.84512,0.9535078125,0.8156,0.001,481.492068529129
84,0.8836784375,0.84998,0.958334375,0.819,0.001,530.4750256538391
92,0.8791115625,0.85134,0.9560109375,0.8182,0.001,578.7330617904663
99,0.8880671875,0.84178,0.9676046875,0.8085,0.001,625.0875492095947
107,0.8192575,0.87916,0.9044640625,0.8414,0.001,674.1356489658356
115,0.87788734375,0.84984,0.9760265625,0.8096,0.001,722.3896255493164
122,0.8030396875,0.8865,0.90341171875,0.8404,0.001,768.4586157798767
130,0.8153571875,0.8792,0.91997421875,0.836,0.001,818.2307109832764
138,0.77792875,0.8978,0.88242109375,0.8488,0.001,867.1726713180542
146,0.784215625,0.89158,0.887359375,0.8453,0.001,915.3519816398621
153,0.77510953125,0.89912,0.88783046875,0.8493,0.001,961.5362846851349
159,0.7742078125,0.89812,0.8921984375,0.8481,0.001,1000.6550874710083
