7,1.525259375,0.54746,1.5474828125,0.5369,0.01,50.78579306602478
15,1.24237375,0.69346,1.279178125,0.6786,0.01,99.382169008255
22,1.215601875,0.7132,1.2631171875,0.7015,0.01,145.70415353775024
30,1.020148125,0.7851,1.0672671875,0.7715,0.01,195.88203978538513
38,0.94676,0.81802,1.014725,0.7911,0.01,245.15977478027344
46,0.9764603125,0.80428,1.0454921875,0.7808,0.01,293.8001940250397
53,0.8210209375,0.86902,0.89260625,0.8373,0.01,340.4112250804901
61,1.07289125,0.76682,1.1595015625,0.7385,0.01,389.59248304367065
69,0.7972790625,0.88264,0.8864046875,0.8472,0.01,438.1377239227295
76,0.729400625,0.90936,0.822934375,0.8702,0.01,484.7619047164917
84,0.7862825,0.89028,0.89043984375,0.8498,0.01,534.057861328125
92,0.7139625,0.91474,0.820996875,0.8706,0.01,582.7037975788116
99,0.717051875,0.91422,0.82847890625,0.8679,0.01,629.4461851119995
107,0.724560625,0.90894,0.8398625,0.8634,0.01,678.7562489509583
115,0.70129,0.9231,0.82421484375,0.876,0.01,727.4218785762787
122,0.7015265625,0.92096,0.82916875,0.8669,0.01,773.8779335021973
130,0.65730109375,0.94308,0.7863953125,0.8911,0.01,824.0334956645966
138,0.6552765625,0.9437,0.7882671875,0.8866,0.01,873.3764867782593
146,0.73960484375,0.90502,0.87015390625,0.8549,0.01,922.0250709056854
153,0.650963125,0.94314,0.7866421875,0.8849,0.01,968.6131768226624
159,0.6582240625,0.94234,0.7980078125,0.8876,0.01,1007.9615802764893
