4,85.91977930689478,0.001,33.08084297180176
8,52.053114739900714,0.001,65.76406860351562
12,40.18568137127053,0.001,98.0787980556488
17,34.09772957610034,0.001,131.04532051086426
21,30.33040084736283,0.001,163.11362838745117
25,27.779961562241667,0.001,195.79914021492004
29,25.911965424450432,0.001,228.1260302066803
34,24.494835941665023,0.001,261.1799464225769
38,23.382225174878556,0.001,293.3237159252167
42,22.471488649933328,0.001,325.92270946502686
46,21.72151977637737,0.001,358.03237414360046
51,21.07962745458961,0.001,391.0699234008789
55,20.529493228404306,0.001,423.4207179546356
59,20.05731501606079,0.001,455.73870182037354
63,19.64428911467299,0.001,488.3301830291748
68,19.282267854105022,0.001,521.0957198143005
72,18.95722391947699,0.001,553.8093276023865
76,18.665580724901197,0.001,585.7903141975403
81,18.40407488805077,0.001,618.9262170791626
85,18.166518142596377,0.001,651.4306936264038
89,17.949014010226588,0.001,684.1575253009796
93,17.74859599498739,0.001,716.6245169639587
98,17.56617443326296,0.001,749.806562423706
102,17.395414838597368,0.001,782.3827648162842
106,17.239313904084167,0.001,814.8662705421448
110,17.09322126039956,0.001,846.8500521183014
115,16.959880031844193,0.001,879.8308844566345
119,16.834369544008435,0.001,912.3919217586517
123,16.718297079534224,0.001,944.7301790714264
127,16.608181394796627,0.001,977.2239389419556
132,16.50515822877848,0.001,1009.782392501831
136,16.407266479111403,0.001,1042.3943226337433
140,16.312766022104178,0.001,1074.4677333831787
144,16.225815681074412,0.001,1107.17893409729
149,16.143837924174793,0.001,1139.9458060264587
153,16.064310128271444,0.001,1172.5861675739288
157,15.98971729330078,0.001,1204.5168054103851
159,15.95201884013176,0.001,1222.6902420520782
