4,78.16085245874193,0.001,25.729990243911743
8,47.99588684860336,0.001,50.02491617202759
12,37.416280504303664,0.001,74.40743112564087
17,31.889670962959908,0.001,99.08301711082458
21,28.49113728535779,0.001,123.39128375053406
25,26.17839009208494,0.001,147.7254672050476
29,24.4876666115635,0.001,172.04261255264282
34,23.203403565640677,0.001,196.8688566684723
38,22.189084383508284,0.001,221.22798895835876
42,21.35936807719567,0.001,245.54339790344238
46,20.67214007977805,0.001,269.73983001708984
51,20.094389717783525,0.001,294.529824256897
55,19.60014765892088,0.001,318.7470407485962
59,19.16819802188675,0.001,343.0650432109833
63,18.78535466119685,0.001,367.42224526405334
68,18.44922021179916,0.001,392.24442315101624
72,18.15162759020717,0.001,416.68674063682556
76,17.881610487016324,0.001,441.027024269104
81,17.64086641362432,0.001,465.66431736946106
85,17.42638891363832,0.001,489.9501304626465
89,17.229822093274528,0.001,514.2017376422882
93,17.048678588549482,0.001,538.4578809738159
98,16.88051306602545,0.001,563.1918647289276
102,16.726905988596048,0.001,587.4319758415222
106,16.58367413827063,0.001,611.8654136657715
110,16.44826783152923,0.001,636.0825634002686
115,16.32256125351538,0.001,660.789279460907
119,16.205455598804043,0.001,684.9822206497192
123,16.097309880121895,0.001,709.24840092659
127,15.99414338928744,0.001,733.5854697227478
132,15.898400660070267,0.001,758.4222469329834
136,15.80662910542607,0.001,782.698255777359
140,15.721217243184633,0.001,807.0101311206818
144,15.644169069309273,0.001,831.3351054191589
149,15.570960074693087,0.001,856.069938659668
153,15.500863795292169,0.001,880.207671880722
157,15.438961133549798,0.001,904.3322060108185
159,15.409396589396795,0.001,917.7598881721497
