13,852.0003027563984,0.001,38.2936737537384
26,441.3603299699619,0.001,75.51872730255127
39,302.29723429978065,0.001,112.31476616859436
53,232.09603924362554,0.001,151.1668417453766
66,189.78006357208355,0.001,189.26643919944763
79,161.41158234879785,0.001,227.3608717918396
93,141.03804046514796,0.001,266.20809507369995
106,125.69631057417178,0.001,304.245974779129
119,113.72306630781416,0.001,342.2392752170563
133,104.12214243183652,0.001,381.0642714500427
146,96.20977611098253,0.001,419.08362340927124
159,89.56242600039698,0.001,457.0445659160614
159,89.5422218063132,0.001,458.7719740867615
